GAME_ID,GAME_DATE,SEASON,HOME_TEAM,HOME_WIN,HOME_PTS,HOME_EMA_PTS,HOME_EMA_FG_PCT,HOME_EMA_FG3_PCT,HOME_EMA_FT_PCT,HOME_EMA_OREB,HOME_EMA_DREB,HOME_EMA_AST,HOME_EMA_STL,HOME_EMA_BLK,HOME_EMA_TOV,HOME_EMA_eFG_PCT,HOME_EMA_TO_RATIO,HOME_EMA_FT_RATE,HOME_CURRENT_WIN_PCT,HOME_WIN_STREAK,HOME_REST_DAYS,HOME_IS_B2B,HOME_GAMES_PLAYED_SEASON,HOME_ELO,AWAY_TEAM,AWAY_PTS,AWAY_EMA_PTS,AWAY_EMA_FG_PCT,AWAY_EMA_FG3_PCT,AWAY_EMA_FT_PCT,AWAY_EMA_OREB,AWAY_EMA_DREB,AWAY_EMA_AST,AWAY_EMA_STL,AWAY_EMA_BLK,AWAY_EMA_TOV,AWAY_EMA_eFG_PCT,AWAY_EMA_TO_RATIO,AWAY_EMA_FT_RATE,AWAY_CURRENT_WIN_PCT,AWAY_WIN_STREAK,AWAY_REST_DAYS,AWAY_IS_B2B,AWAY_GAMES_PLAYED_SEASON,AWAY_ELO,MARGIN,HOME_EMA_PTS_ALLOWED,AWAY_EMA_PTS_ALLOWED,DIFF_PTS_ALLOWED,HOME_OREB_PCT,AWAY_OREB_PCT,DIFF_PTS,DIFF_FG_PCT,DIFF_FG3_PCT,DIFF_FT_PCT,DIFF_OREB,DIFF_DREB,DIFF_AST,DIFF_STL,DIFF_BLK,DIFF_TOV,DIFF_WIN_PCT,DIFF_WIN_STREAK,DIFF_REST_DAYS,DIFF_ELO,DIFF_eFG_PCT,DIFF_TO_RATIO,DIFF_FT_RATE,DIFF_OREB_PCT
22100043,2021-10-25,2021-22,ATL,1,122,102.2,0.422,0.34800000000000003,0.7156,12.6,41.800000000000004,24.400000000000002,6.2,5.3999999999999995,10.6,0.4840103159252095,0.10487055177928829,0.0885880077369439,0.5,-1,2.0,0,3,1499.274589243009,DET,104,84.4,0.3916,0.19299999999999998,0.6676,11.0,39.6,15.200000000000001,8.200000000000001,6.8,18.4,0.42219696969696974,0.179372609873007,0.10580808080808081,0.0,-2,2.0,0,3,1480.8285642412409,18,84.4,102.2,-17.799999999999997,0.24137931034482757,0.13513513513513511,17.799999999999997,0.030399999999999983,0.15500000000000005,0.04800000000000004,1.5999999999999996,2.200000000000003,9.200000000000001,-2.000000000000001,-1.4000000000000004,-7.799999999999999,0.5,1,0.0,18.44602500176802,0.06181334622823975,-0.0745020580937187,-0.017220073071136904,0.10624417520969245
22100097,2021-11-01,2021-22,ATL,1,118,103.45864661654134,0.44507518796992485,0.3285112781954887,0.7386481203007519,14.77894736842105,34.383458646616546,24.04812030075188,5.753383458646617,2.7203007518796998,14.578947368421053,0.4902601178707739,0.14462735307208177,0.1347605244404914,0.5,-2,2.0,0,7,1504.0598261967907,WAS,111,114.78646616541353,0.4263473684210526,0.32311278195488724,0.7978676691729323,11.434586466165415,42.213533834586464,20.627067669172934,6.529323308270677,6.0285714285714285,11.607518796992482,0.48263901192029185,0.10600983138636018,0.22772030663673265,0.8333333333333334,3,2.0,0,7,1537.551770230158,7,114.78646616541353,103.45864661654134,11.327819548872185,0.2593139841688654,0.14928244694426449,-11.327819548872185,0.01872781954887226,0.005398496240601458,-0.059219548872180394,3.3443609022556355,-7.830075187969918,3.421052631578945,-0.7759398496240602,-3.3082706766917287,2.9714285714285715,-0.33333333333333337,-5,0.0,-33.49194403336719,0.007621105950482043,0.03861752168572159,-0.09295978219624124,0.11003153722460093
22100120,2021-11-04,2021-22,ATL,0,98,108.39651070578907,0.44491609833465506,0.3556182394924663,0.843605551149881,13.403647898493258,36.24298176050754,23.673433782712138,7.283425852498018,3.6913560666137992,13.55051546391753,0.5060941613704022,0.13547717146225663,0.18562127336513973,0.5,-1,1.0,1,9,1504.7084273949695,UTA,116,112.752306945119,0.44508644973288014,0.3104108790675086,0.821361826129189,11.753763963088877,40.99562894609034,16.315687226809136,6.709567751335601,6.720738222438078,15.33559980573094,0.5199260246525123,0.14732736090361903,0.24063285723521413,0.8571428571428571,2,2.0,0,8,1549.04310085505,-18,112.752306945119,108.39651070578907,4.355796239329933,0.24639386175641462,0.1521747200728048,-4.355796239329933,-0.00017035139822507706,0.04520736042495771,0.02224372502069205,1.6498839354043806,-4.752647185582802,7.357746555903002,0.5738581011624175,-3.0293821558242784,-1.7850843418134108,-0.3571428571428571,-3,-1.0,-44.33467346008047,-0.013831863282110057,-0.011850189441362402,-0.055011583870074404,0.09421914168360981
22100193,2021-11-14,2021-22,ATL,1,120,102.77228803926032,0.43099147737481963,0.334503787518181,0.7349204712599401,9.903483381889643,32.60590203457344,20.73200511180981,4.856127268176463,3.9235113619240782,11.328568699558867,0.49632662445215225,0.11327697027773174,0.16715889724399638,0.3076923076923077,-6,2.0,0,14,1468.9615730526318,MIL,100,109.89686539132013,0.4415188234767495,0.3846824909165763,0.7332049799165391,12.043682394455441,33.32759841400238,23.11157464295194,6.659426617347496,4.045120485004077,11.897589165081573,0.534693372826009,0.12010551561994989,0.11235775470969316,0.4615384615384615,-1,2.0,0,14,1500.1984712472815,20,109.89686539132013,102.77228803926032,7.124577352059816,0.22908247886664515,0.18266408293988262,-7.124577352059816,-0.010527346101929846,-0.05017870339839531,0.0017154913434009877,-2.140199012565798,-0.7216963794289413,-2.379569531142131,-1.8032993491710325,-0.1216091230799985,-0.5690204655227067,-0.1538461538461538,-5,0.0,-31.23689819464971,-0.038366748373856785,-0.006828545342218148,0.054801142534303224,0.04641839592676253
22100202,2021-11-15,2021-22,ATL,1,129,108.53459741093468,0.44905619872508307,0.3661107944157085,0.7720742506427559,11.608161608363222,33.74115682401552,20.821643797393733,5.238728775423076,2.9456579500837607,11.553148428067477,0.518244719828474,0.11563838365745671,0.14917836001098314,0.3571428571428571,1,1.0,1,15,1477.0078550785845,ORL,111,94.66445079252597,0.38851661621896305,0.2872889156065924,0.7737730893602105,11.039185287974325,33.668994553413306,20.880453758233084,7.795620286092385,5.506374315866723,14.903136626167704,0.4495028517230856,0.14629238565694264,0.1613318465464956,0.2307692307692307,-2,2.0,0,14,1438.2190938626854,18,94.66445079252597,108.53459741093468,-13.870146618408711,0.25638009522698246,0.16376146711444134,13.870146618408711,0.060539582506120015,0.07882187880911606,-0.001698838717454576,0.5689763203888969,0.07216227060221314,-0.058809960839351305,-2.556891510669309,-2.5607163657829624,-3.3499881981002275,0.1263736263736264,3,-1.0,38.78876121589906,0.0687418681053884,-0.030654001999485925,-0.012153486535512459,0.09261862811254112
22100215,2021-11-17,2021-22,ATL,1,110,115.37201259361902,0.48378343762937764,0.3998175042167445,0.7332942735467992,10.736784477993684,34.82992425541551,24.556291189964,6.829451851508288,4.300198608018545,11.368343587611157,0.5573504899830498,0.11336195495717456,0.18187986023491048,0.4,2,2.0,0,16,1483.2129340746026,BOS,99,101.11948239672641,0.45201088326338457,0.313428534894479,0.8224506903789612,9.666333024586786,36.761170943138545,21.467501156488353,7.048245861554972,5.099960663661721,15.17943601131628,0.5096111034047526,0.15599743904597202,0.1870509490755785,0.5,1,2.0,0,15,1518.6210889479541,11,101.11948239672641,115.37201259361902,-14.252530196892607,0.22604729788467484,0.13502144362755913,14.252530196892607,0.03177255436599308,0.08638896932226547,-0.08915641683216202,1.070451453406898,-1.931246687723032,3.0887900334756466,-0.2187940100466843,-0.7997620556431766,-3.811092423705123,-0.09999999999999998,1,0.0,-35.40815487335158,0.04773938657829724,-0.04263548408879746,-0.0051710888406680255,0.09102585425711571
22100242,2021-11-20,2021-22,ATL,1,115,113.57861138542366,0.4912002500629055,0.383520191148755,0.7665801914721524,9.15544883185515,34.55286102512064,25.705944403347655,7.5540710894778735,4.199979828383048,11.245375179860678,0.5670550189025942,0.11461686516329105,0.1829833151609734,0.4375,3,3.0,0,17,1491.3749577952105,CHA,105,110.459472092552,0.47851500610139175,0.35496888073569943,0.682419105069115,9.504060314633175,38.485592654861826,27.098751637588087,8.446420105386217,5.873289340516322,13.96577150520346,0.5461498804623183,0.1362834999696971,0.16270807061674222,0.5882352941176471,5,1.0,1,18,1531.5280761282872,10,110.459472092552,113.57861138542366,-3.119139292871651,0.19217566505987962,0.1301240625421118,3.119139292871651,0.01268524396151377,0.028551310413055586,0.08416108640303743,-0.34861148277802556,-3.932731629741184,-1.3928072342404327,-0.8923490159083434,-1.6733095121332733,-2.720396325342781,-0.15073529411764708,-2,2.0,-40.15311833307669,0.020905138440275972,-0.021666634806406057,0.020275244544231186,0.06205160251776781
22100255,2021-11-22,2021-22,ATL,1,113,114.0528889626856,0.5021446081191286,0.3733364580252721,0.7810681656845408,8.76990791292375,35.70307477013383,25.136718527843907,7.035521085874484,4.800596153336202,11.497172350435367,0.5772340023915274,0.11841425765754389,0.19110280878586516,0.4705882352941176,4,2.0,0,18,1499.6692627797959,OKC,101,98.5538903359691,0.40082573419043716,0.33437101827229754,0.638714707819247,12.071492188965943,39.93733269568999,20.41827797442067,6.585189752213674,3.5644694300541047,11.858581632870292,0.47667555896292674,0.11918708920553844,0.11676300079699711,0.375,-2,2.0,0,17,1466.7582434003582,12,98.5538903359691,114.0528889626856,-15.4989986267165,0.18005347466497246,0.15959052302065055,15.4989986267165,0.10131887392869149,0.03896543975297456,0.14235345786529385,-3.301584276042192,-4.234257925556157,4.718440553423239,0.45033133366080946,1.2361267232820974,-0.3614092824349253,0.09558823529411759,6,0.0,32.911019379437676,0.10055844342860071,-0.0007728315479945541,0.07433980798886805,0.02046295164432191
22100293,2021-11-27,2021-22,ATL,0,90,122.09216251779495,0.5285693120344253,0.43467369268667977,0.8121777009168503,8.561391489557304,37.245819434982565,27.93023817374342,7.8626253519943665,5.089152304018908,10.443289689631028,0.6023686196887376,0.10582652630399389,0.19390201125540665,0.55,7,1.0,1,21,1528.9170963398735,NYK,99,101.03650090465082,0.4108067580610675,0.34978174420808483,0.783338399031301,11.495026025159172,36.29258041676223,18.614010409492113,6.719115605578807,4.780062059974756,14.078354731728869,0.4855951011887979,0.14235258969091608,0.20469509609571343,0.5263157894736842,-1,1.0,1,20,1494.7817156530584,-9,101.03650090465082,122.09216251779495,-21.055661613144125,0.1908725387227319,0.15631324652607922,21.055661613144125,0.11776255397335778,0.08489194847859494,0.028839301885549284,-2.9336345356018683,0.9532390182203372,9.316227764251305,1.1435097464155595,0.3090902440441523,-3.6350650420978408,0.023684210526315863,8,0.0,34.1353806868151,0.11677351849993967,-0.036526063386922186,-0.010793084840306777,0.034559292196652686
22100335,2021-12-03,2021-22,ATL,0,96,112.26186945197136,0.48446935551715725,0.40885152320900403,0.8053002811909481,9.027347384821876,36.553605007229066,24.412969080054506,6.605443236134007,6.2620022282688,10.308110683302054,0.558869694948545,0.10564364099608133,0.16077622799951402,0.5454545454545454,1,2.0,0,23,1526.8311962891391,PHI,98,99.23342759771586,0.406401412506972,0.29915848604724093,0.7735382374999491,9.546778169464435,36.7824077118401,21.838541238178035,8.28692966692136,6.835047313946456,10.62406454974582,0.4587048945246641,0.10439385458065213,0.19045170640766346,0.5,-1,2.0,0,23,1496.1913094461331,-2,99.23342759771586,112.26186945197136,-13.028441854255504,0.19706168185735778,0.1301785823294704,13.028441854255504,0.07806794301018527,0.1096930371617631,0.031762043690999,-0.5194307846425588,-0.22880270461103436,2.574427841876471,-1.681486430787353,-0.5730450856776557,-0.3159538664437651,0.045454545454545414,2,0.0,30.639886843006025,0.10016480042388087,0.0012497864154291938,-0.029675478408149436,0.06688309952788737
